mine_id,state,mine_type,shift,workers_underground,methane_ppm,co_ppm,water_seepage_m3h,roof_stability,pillar_stress_kpa,ventilation_cfm,incident_history,near_miss_last_30d,equipment_maintenance_days,target_incident
MINE039,Odisha,Underground,Day,40,1374.7713956426414,12.807155334778063,0.5943771377322214,85.53989997748958,4450.488416819928,28992.83336555295,1,1,3.2218660901219236,0
MINE040,Odisha,Opencast,Night,40,960.0178479894198,19.305502255078896,1.3057577947141228,78.61315135800612,5399.694570526017,30604.68256203123,0,2,2.4350176784814423,0
MINE041,Odisha,Underground,Day,48,627.5993588630078,23.75978612610003,0.9154473194049071,65.0145980265968,2082.11852099207,32848.14293469746,1,3,12.326922487741804,0
MINE042,Chhattisgarh,Underground,Day,50,1082.0841728815797,14.357799931826511,4.9025071828671605,80.53524656737751,4901.192465464204,24662.76720722409,1,1,7.122937666981951,0
MINE043,Telangana,Underground,Day,29,1500.489547562568,24.90155191349617,0.9186670125332103,76.86428542276276,4152.022374676032,30968.05877586294,2,1,15.997280131630575,0
MINE044,Telangana,Underground,Night,49,1618.0363582573295,8.114948119314999,0.9350361333000837,89.04084251904024,3493.799260339257,23288.475782754256,3,2,6.9575660582968855,0
MINE045,Telangana,Underground,Day,53,1413.1647306893356,13.799525775301278,0.9675058783679252,86.65405054397274,3609.0158666764805,29510.45655794134,0,0,9.451564090938984,0
MINE046,Telangana,Underground,Night,40,1328.8022468405202,31.709112482768752,3.623355581333223,75.45714620880943,4242.554802578444,26037.443989260908,1,2,12.674280035593672,0
MINE047,Odisha,Underground,Day,41,1313.8918945157895,31.03790520277894,2.1041540202407383,61.54120490758115,2000.0,27228.38953540962,0,1,0.3940641031653455,0
MINE048,Chhattisgarh,Underground,Day,42,1033.1643759717658,21.081232346131337,1.904710882559354,65.20574766251879,3658.45251505014,27117.539370110186,1,1,10.474294721781602,0
MINE049,Chhattisgarh,Opencast,Night,53,1160.981911933914,14.82235690923047,0.8133607596551767,66.7531596054295,3449.022210424448,16976.47495101094,0,1,6.658104521363214,0
MINE050,Odisha,Underground,Night,44,1700.7208577478993,14.72596448473989,3.406444459075318,70.27100499125616,5139.339851187149,19379.390705696132,0,1,0.504291072458944,0
MINE051,Chhattisgarh,Opencast,Night,34,917.232598262437,21.26731754058686,0.07823826824506983,79.0207564138463,3533.3679809873756,25512.707199087614,0,2,4.973163236035706,0
MINE052,Odisha,Underground,Night,45,1684.4336372129555,31.445184916452913,4.092743603890424,85.72761585192087,4241.863439795412,16563.604601794155,1,1,0.6023990596863208,0
MINE053,Telangana,Underground,Night,48,1103.3915536523825,34.28245691344325,1.4379554698762191,74.23321960476933,6350.731953193563,29156.055515998778,0,2,9.321243416514447,0
MINE054,Odisha,Opencast,Day,49,1597.6296327285236,20.03468264518031,1.0158271852393528,75.2418718185071,5693.221823778508,29357.77983144071,2,1,5.535346520912219,0
MINE055,Telangana,Underground,Day,60,777.9554971507386,13.465075740152162,1.3749954604677666,77.14959457500005,5582.725679932143,26635.85276438895,0,1,21.489199675490603,0
MINE056,Telangana,Underground,Night,41,1375.7712603493947,27.678436378663335,2.201722815285082,67.2614203030149,3900.153083506978,19394.32993621039,2,1,1.4159732393037947,0
MINE057,Jharkhand,Underground,Day,51,978.9689592157134,16.764650293741504,0.025695209367244818,61.11911613535566,5151.638735147582,31900.694694342572,1,1,6.520424947140182,0
MINE058,Odisha,Opencast,Night,30,775.4198424227437,19.817473611387975,4.104460016600458,48.668431540339355,4219.322639455687,35186.05319859179,0,1,1.6640893051872407,0
MINE059,Jharkhand,Underground,Night,61,1265.5602127232837,38.252760904370376,1.1838527344374292,64.57275962884691,4264.688147187675,25735.38413722987,0,1,6.664603945345681,0
MINE060,Odisha,Opencast,Day,44,1502.8415365787905,33.27115428565768,0.8400406048705982,82.09718179901681,4991.62241249586,27552.676892256182,1,1,8.977317715295271,0
MINE061,Odisha,Underground,Day,39,946.5175684219511,26.579743122514518,0.29756985565994726,64.45632842940648,3783.607693894881,26008.69327398022,1,1,8.968606323197031,0
MINE062,Jharkhand,Underground,Night,42,750.2952118624796,12.280809988872772,1.1577285240653432,71.4328944386109,6291.6037253318445,27651.845944994,1,2,11.8145963847851,0
MINE063,Jharkhand,Underground,Day,51,1172.4465706995134,27.113965674706588,1.3716392705635732,81.99646931118475,4307.843832482476,24402.20621686802,0,1,13.447509335892248,1
MINE064,Odisha,Underground,Night,39,1173.7694013668456,35.626572907875264,1.0338439861519895,82.81034244634003,5242.032679511598,24827.178800780985,0,2,0.5629433773429299,0
MINE065,Chhattisgarh,Underground,Day,44,1364.4958882663495,21.243663342344643,2.2705116367067024,58.807007217509415,6246.720575108758,29528.588002486827,3,0,2.9433458247473263,1
MINE066,Telangana,Underground,Night,39,1484.8783714093465,38.51114089986715,1.0925482211382564,89.95589034680462,5737.98452949021,36728.12080948221,0,1,8.133605227463717,0
MINE067,Jharkhand,Underground,Day,47,1182.1754456182518,37.92745289518207,6.509916981713345,91.91025134033228,2809.2970767713705,17999.643827991305,0,1,4.832266214933719,0
MINE068,Telangana,Opencast,Night,36,1756.6509944382788,41.63732832143474,1.8289723113213283,58.0522521417216,5033.875074011861,24480.937577985165,0,1,1.4808911731098109,0
MINE069,Chhattisgarh,Underground,Day,50,1267.2704233605875,28.05243126531353,3.295089023665168,62.64244695538269,5520.863273352777,19097.69757383959,1,3,5.631830149272485,0
MINE070,Chhattisgarh,Underground,Day,48,1096.0720481979301,30.873916998060125,0.23162074726462062,92.86636024719287,5570.235626592898,32960.124492880415,1,0,3.663070662603675,0
MINE071,Chhattisgarh,Opencast,Day,49,716.5297922691516,39.141872883310896,1.0126425437020543,72.79719718117049,3164.0461990624426,22061.310153400507,0,0,3.4605135182563314,0
MINE072,Jharkhand,Underground,Night,55,1121.2021439051496,29.473939370689756,0.82150120786953,41.70333078822224,3711.557715579211,17783.99603107103,0,1,11.616050755203455,0
MINE073,Chhattisgarh,Underground,Night,42,1099.083916376659,19.98765892209787,1.6855340913986676,54.00477742900971,5693.469882889945,28190.934994242867,0,4,3.664992688141179,0
MINE074,Jharkhand,Opencast,Day,35,1488.0914388844412,20.514571634721385,3.9481967412293812,71.25945562241279,3585.887555180825,33721.55557371555,0,0,0.18767505623495376,0
MINE075,Chhattisgarh,Opencast,Day,40,1338.7450872200561,27.38554953773739,0.1631539065376037,57.554360245730976,4140.364732002823,28317.989342803812,0,0,0.41872071783001663,0
MINE076,Telangana,Underground,Day,42,846.1892635102149,12.094385780537813,0.15068626508930788,68.79864344045338,6391.050971402363,26023.989386409587,3,2,13.577467057433267,0
MINE077,Telangana,Opencast,Night,36,1251.6763159233112,23.567410846358072,3.7984805710388136,75.48594320525368,4442.640899538253,27045.70461387997,0,1,22.63807015108111,0
MINE078,Odisha,Underground,Night,45,1401.459351518716,35.96547118230254,0.4786731216502829,96.93381906052093,3627.8710345993886,32074.20331412777,0,0,8.162454498702047,0
MINE079,Telangana,Underground,Day,46,1658.4094078163498,5.0,2.209783452968246,70.64319125658317,3446.859171764514,20629.00364992925,2,1,3.1719517350261657,0
MINE080,Odisha,Underground,Day,63,1466.2511902242177,40.34482101794515,1.565610509685997,91.08812699359139,4899.263195502225,24440.764479568435,0,0,19.532454109552095,0
MINE081,Telangana,Opencast,Day,49,1428.2539962934434,36.2237421870316,3.578249026198844,96.43140243055156,2900.2223898273496,22736.549257452334,1,1,7.609617440944948,0
MINE082,Jharkhand,Underground,Day,51,1218.025798384549,20.402353841695238,0.2672660180577972,96.51464504028114,4203.196843324298,19160.673463541447,0,1,13.020277876912774,0
MINE083,Telangana,Underground,Day,36,1316.4936016270349,30.433908278718096,0.2780252675159898,79.27131890078353,4899.876641988026,23358.12370291599,0,0,10.16262228383717,0
MINE084,Odisha,Underground,Night,36,1574.8514702118478,25.031477269063267,1.6275511420557984,45.55066278241539,6058.979784657201,30538.605479912243,2,1,3.336539942648753,0
MINE085,Odisha,Underground,Day,51,800.166780756105,37.299903684386834,5.8516160638995895,81.91237298105798,5301.057696443995,27833.010741963626,1,0,4.5600366634740315,0
MINE086,Chhattisgarh,Underground,Night,42,1095.1682018349131,34.82683142769941,1.072279199825515,90.7259983172031,3643.1218584213857,28221.552500541,0,0,1.4417009457454761,0
MINE087,Jharkhand,Underground,Day,53,968.2293753731278,10.999292768169909,0.7918478414539465,73.78399341846874,5914.103181076464,25732.37805826659,1,2,2.417317709544388,0
MINE088,Telangana,Underground,Day,55,1313.7459356178372,30.872624134641768,1.86631090640023,100.0,4140.581954943027,27616.618913642942,2,1,10.539508694422354,0
MINE089,Chhattisgarh,Underground,Night,51,1569.0666526952364,22.943721463567524,5.331378478496701,87.89750342201187,3017.156373540709,20997.048288259473,0,1,15.708786488397337,0
MINE090,Telangana,Underground,Night,43,1020.9077139836778,25.828325705180998,3.627124865745492,83.52410065729177,4293.550368881433,23452.450570363853,1,1,9.023168045126233,0
MINE091,Telangana,Underground,Night,32,482.9086897591686,17.718280990301842,10.800084878319376,91.29571066808757,6225.803041374842,25960.021184843383,3,1,4.380692760147753,0
MINE092,Chhattisgarh,Underground,Day,40,1076.333776492659,42.481370691208355,0.045654302855875094,80.00054776891317,4698.28806007791,26387.57929440945,0,0,0.6333743488670893,0
MINE093,Chhattisgarh,Underground,Day,50,1474.042119605222,35.40061819902576,0.23950076483282945,37.6078425090697,4515.026237195743,26600.939274609365,1,0,0.41043660216571437,0
MINE094,Chhattisgarh,Opencast,Night,59,1361.2889708849639,17.60228836027033,1.8804895218229811,67.51291572794452,6464.653973643424,24308.32358991811,1,0,3.2824758010278234,1
MINE095,Chhattisgarh,Underground,Day,63,1328.4558743431728,11.653893930897674,3.4360120152458706,92.9575204087178,2782.3741835346873,23112.88299434835,1,2,4.363019912830277,0
MINE096,Chhattisgarh,Underground,Day,42,1116.0020094376562,21.14327369022152,0.6716290643713478,62.88612989852556,2957.2810631366733,40000.0,0,4,6.575493843106083,0
MINE097,Telangana,Underground,Day,38,816.2907791340641,29.345026460913058,0.5467986840692606,71.64791242144591,2560.9842348398015,29533.936364661993,0,4,0.04557468913396904,0
MINE098,Chhattisgarh,Underground,Day,47,1354.5882964873401,27.40205843946223,3.092699003596211,59.32745529145393,4947.177823776066,27065.73737976311,1,1,30.0,0
MINE099,Jharkhand,Underground,Night,46,949.7154569896126,37.53132824768244,0.11606740174359165,100.0,4699.791752538149,23833.95750896803,0,1,3.167224374875457,0
MINE100,Odisha,Underground,Day,52,1855.229020014137,32.89919722180852,0.9221120298740585,100.0,6351.283640735732,22743.905865280616,0,1,13.191484182199675,0
MINE101,Chhattisgarh,Underground,Day,43,1371.1521625063547,34.695690257529066,1.4096672945233455,61.74196657288906,4792.170092564124,24345.997031365223,0,1,5.359523926669006,0
MINE102,Chhattisgarh,Underground,Day,40,1025.8055092338147,28.268554006104374,1.6435466158460248,77.20947000583627,4015.011408624837,26464.14421793342,0,2,0.9783712057205817,0
MINE103,Telangana,Underground,Day,56,1016.5844257834116,11.107012697890097,2.6084347596698922,64.79258928353929,4502.153847453728,15597.822279684593,3,2,11.181374127439671,0
MINE104,Chhattisgarh,Underground,Day,44,1172.1167380159236,23.043014688530985,0.8765316046155375,84.22416958547068,4641.24890215315,17153.052023126584,0,3,8.660947682338943,0
MINE105,Chhattisgarh,Underground,Day,49,1128.149423393475,35.600897399086655,1.8970305431516559,82.64524615863493,2493.8864720061993,21815.588055305212,3,2,5.247075898438137,0
MINE106,Chhattisgarh,Underground,Day,37,1535.0501326589863,24.48477071475354,1.7607636028204803,87.17558357419898,7752.3979732018715,26035.697183892844,0,1,5.058797458133372,1
MINE107,Telangana,Underground,Night,48,1255.9248509232139,30.03090368623747,1.5864482495875951,79.97877671561831,5123.845221722294,23803.634264240744,1,3,0.640813907392738,0
MINE108,Chhattisgarh,Underground,Day,46,980.5104783274415,21.812516847538667,2.0459892608348653,100.0,4752.009969627107,32390.60613049742,0,2,7.466722305023221,0
MINE109,Odisha,Underground,Day,45,1767.132205546735,14.70188151458155,0.6007220125269065,59.581143524838915,5238.1967811342965,17588.016065021155,1,0,16.95314088346248,0
MINE110,Telangana,Underground,Night,33,1214.7924994560667,23.766559359538896,0.17689482300862205,49.34094968345229,5351.293176703926,21243.27265198315,1,1,0.6851802828490134,0
MINE111,Odisha,Opencast,Night,52,1430.651902790669,28.090474430326537,0.2540121368202066,69.10364698947808,4331.335817397082,32600.458704955505,0,1,2.141031134095795,0
MINE112,Telangana,Underground,Day,46,1017.5320477665722,18.443122805385563,0.5087070673411042,51.48017601659599,3742.510636511159,25655.596623375735,2,1,16.281547343242615,0
MINE113,Chhattisgarh,Underground,Day,29,1308.934688323357,22.642887551433315,1.3870862599662876,52.61306594991011,5219.340823586044,29424.21291400579,0,2,2.3418888387294983,0
MINE114,Odisha,Opencast,Day,44,1293.3329973429586,15.605367580140173,3.670704980823026,59.980280187030495,4962.853008637743,35256.23471634732,1,1,7.428076040046136,0
MINE115,Telangana,Opencast,Night,53,633.1052123711542,36.19244917564096,2.4165865287627586,61.16716641852559,3528.1318810927105,21530.97791049089,3,1,5.3572883468943795,0
MINE116,Jharkhand,Underground,Night,62,1804.582533138192,22.05544242411966,3.112179202001936,60.6807284707491,6202.842733640717,24503.42831103984,2,1,6.350061434191751,0
MINE117,Chhattisgarh,Underground,Night,46,1587.1933382767643,39.52755545126183,0.8645700070949407,82.77328425668118,4852.02244358758,23637.865495345643,3,1,3.7624502409651654,0
MINE118,Telangana,Opencast,Day,44,1080.8414051562038,40.287478505409084,1.037224191785453,67.40716408371996,5375.783234721157,15227.034977583622,0,0,2.496639313627887,0
MINE119,Jharkhand,Opencast,Night,33,869.3190778632434,24.18954035278256,1.000700980072791,72.3072813769128,6170.305065215903,23448.015981220153,0,0,0.3482552405441603,0
MINE120,Telangana,Underground,Day,50,1304.2684841410655,14.915512674526504,0.4260725655639493,88.41349161751403,4526.2665853978015,29405.310936903326,0,1,9.545730993579742,0
MINE121,Jharkhand,Underground,Day,44,1226.009309824319,5.0,0.12634111848809473,63.505162128278606,4880.342408380939,27702.947709061205,1,2,9.595523287508195,0
MINE122,Chhattisgarh,Underground,Day,40,1306.7006845689689,10.279629269732084,1.7876699839369223,71.03181151942917,5472.03268620734,28095.41584694005,1,1,7.776049810901828,0
MINE123,Odisha,Underground,Night,48,1257.4732188582268,11.2616517510134,9.059510200782091,80.48639979139374,3630.1666994399375,23122.455096802503,0,3,7.222574742647357,1
MINE124,Jharkhand,Underground,Day,46,1351.872296791778,38.784696274615044,0.3650344437508673,45.87648299069668,4564.861995415201,21719.51381997179,1,0,1.9553786628939789,0
MINE125,Telangana,Underground,Night,45,1634.191709817542,26.15824587226946,0.0956194117400638,39.22641736574126,4650.658303981378,31346.278359493102,0,2,0.15818854919487163,0
MINE126,Chhattisgarh,Underground,Day,57,1370.430961538594,28.89604524091988,3.024002552319278,80.19175993196583,3352.7297379799265,22513.41426821165,0,0,11.577950239265384,0
MINE127,Jharkhand,Opencast,Day,48,885.1033503270177,5.0,0.5822720788942033,82.38021420850347,7281.164146408654,26470.41019396607,1,2,4.729056302373482,0
MINE128,Telangana,Underground,Day,41,1608.7688558137356,13.020335707827384,3.539727542606882,100.0,2811.247867809117,25816.673403387693,0,1,2.565442106062793,0
MINE129,Telangana,Underground,Day,50,1692.1843690464862,33.87079776446287,2.4343637696472067,77.37142313800214,2942.275315575411,32308.585081285593,2,1,0.7525657014130088,0
MINE130,Telangana,Opencast,Night,44,2145.6170203536253,27.867741123825862,5.825487647253242,87.29609575887142,6077.071890844295,29857.0617883618,0,0,0.45342438892802545,1
MINE131,Jharkhand,Opencast,Day,45,862.9517900281206,23.527947213144028,1.05163229721533,72.0679103462104,5355.919500955851,18523.706896664396,1,1,3.003286505116416,1
MINE132,Jharkhand,Underground,Night,36,1272.8646039450825,30.648423586001226,2.1692403101710362,79.4584083237763,3268.8422190230667,19062.2341661248,0,0,11.433857700045303,0
MINE133,Jharkhand,Underground,Night,43,575.3703890433038,41.35797806135815,1.2504342623729647,100.0,5228.746818122031,27894.54909034567,0,0,17.56930997381674,0
MINE134,Odisha,Underground,Night,50,1365.9447469137626,22.789575364629496,1.9916892285057688,43.14010772811547,6261.420533996772,24678.311763104168,1,3,15.894306846738324,0
MINE135,Jharkhand,Underground,Day,43,1035.5399105499682,25.693698026580694,1.1942160094673746,81.20424386357521,4463.684330883617,22724.14108023118,2,1,17.68017355113366,0
MINE136,Jharkhand,Underground,Day,56,1777.033738447486,26.92596918731305,0.4180677414204575,100.0,7618.587480089498,30078.139419972355,0,3,16.680900240371653,0
MINE137,Jharkhand,Underground,Day,46,967.6155089944255,48.92109635273992,1.4181361603312204,79.23051328814014,2431.1258269583573,25937.296910444555,0,1,5.243946157528983,0
MINE138,Odisha,Underground,Night,51,693.2450886098216,5.0,1.5040295498162755,99.75859444849272,5332.588144630922,25262.28693444722,1,1,1.7339872092021404,0
MINE139,Jharkhand,Underground,Night,46,1058.620877789244,31.83223014788808,3.32782883320009,65.56181775705836,5899.834003465204,28899.14320377525,0,0,11.198027513946984,0
MINE140,Telangana,Underground,Day,48,607.3536686348588,23.851977512409363,2.659984627043006,74.5192875875443,5569.612681926296,23124.45502528218,2,1,1.6830336688808536,0
MINE141,Jharkhand,Underground,Night,35,1425.329836352193,30.667717261841794,2.180048288803956,75.50287053582882,4254.773128025222,32842.59492736277,1,0,2.1762467702028014,0
MINE142,Telangana,Underground,Day,39,580.4750861231038,18.426274460052756,0.24069360358934191,41.73613380961844,4151.470221586621,21059.76188383496,0,4,1.859200787855874,0
MINE143,Telangana,Underground,Night,27,1208.5372743549476,24.5103496914155,2.550338279484294,57.477332582247,5032.974205304708,28284.64533171044,0,1,5.064990753642535,0
MINE144,Telangana,Underground,Day,54,576.6564540431409,32.114105794654954,1.3875153591711755,58.54687380924021,5478.905383982483,32169.164193299224,1,2,2.71847527468441,0
MINE145,Odisha,Opencast,Night,60,1103.9106586390074,56.12910201043841,4.49051129178969,87.3309911704879,5222.968123538836,18113.5225536395,0,1,1.1719427454832845,1
MINE146,Odisha,Underground,Day,44,1693.0134467413602,33.08036189402071,5.048233241896302,88.08229658526082,5748.069468952067,23283.324120737754,1,0,4.22536485276324,0
MINE147,Odisha,Underground,Night,45,1308.1943674307386,16.519344019694913,0.11347213911877813,79.860546640598,3277.356051519918,30711.03696442779,0,1,14.495162099427185,0
MINE148,Jharkhand,Opencast,Night,40,940.9519185105198,20.762403179772967,3.436738038527837,87.36154345283559,4226.674825051638,30786.222738655124,1,1,5.916796246995876,0
MINE149,Telangana,Underground,Night,55,1190.6389533182748,20.46585891616146,0.07685262962158387,72.5377588091734,3371.980881451495,24142.521998058804,0,2,14.745422249392199,0
MINE150,Odisha,Underground,Day,51,1205.405061613334,7.043568273699851,0.9151057276616221,93.02897504309314,4036.66466869663,21326.644531615704,2,1,1.5259793405919713,0
MINE151,Odisha,Underground,Day,45,1341.7891037530217,21.69909808298563,1.5630825561171362,75.13182663948108,5718.265070177166,29779.67911165381,0,2,1.2788319121798364,0
MINE152,Jharkhand,Underground,Day,47,789.942491015752,32.328290818217454,0.3205741347991925,75.86796071140135,4629.5807048702745,30917.745512908023,0,1,5.9991748300219445,1
MINE153,Odisha,Opencast,Day,42,1377.7701821541991,12.257678809232049,2.743314516713594,71.01611050106384,7628.230995779724,19176.683257438024,2,1,4.356588962022668,0
MINE154,Jharkhand,Underground,Day,39,388.6825105191674,35.484826510505926,0.016779600656832646,85.26675716454642,4732.08764062766,18980.431755168098,0,1,7.555222919162919,0
MINE155,Chhattisgarh,Underground,Night,45,1011.034634290857,29.877748210843382,0.36928621525955835,68.6820177508063,4571.630256695684,26126.283409917996,0,2,11.080484963982858,0
MINE156,Odisha,Underground,Day,42,1053.5178472645366,17.65766678028962,1.7387991672629306,89.64647065797102,4627.419503328259,28146.80316714446,0,1,9.74076084628189,0
MINE157,Chhattisgarh,Underground,Day,51,1389.9980478213715,23.584703626621526,2.506238998350803,58.0177628892599,3734.629568568077,23504.654573849726,0,1,19.96277802095964,0
MINE158,Jharkhand,Underground,Day,37,1206.7892558030608,40.98321807641033,4.969247844172475,58.51625617907709,4430.596065146888,28396.469099911745,2,1,3.555466972673078,0
MINE159,Telangana,Underground,Day,46,778.331083843114,32.33547813505866,2.4449298146241505,85.31140132689757,5853.345632533975,21449.31696581309,1,1,1.6181131212018443,0
MINE160,Odisha,Underground,Night,43,904.5020622548955,25.08783654898148,2.2281378807833336,73.67183678125481,4636.7648017533265,14426.532004631323,0,1,5.603764910434112,0
MINE161,Jharkhand,Opencast,Day,36,1259.6040028642221,22.623166830390158,1.0028767984015738,68.19162875770307,3547.8483241398344,22880.49463833702,1,3,0.8215839207911629,0
MINE162,Telangana,Underground,Night,45,1176.279797440633,25.766090704516596,0.0025705022165520577,88.3508659871319,3389.8984554256376,25316.160732565506,1,0,2.38611436396109,0
MINE163,Telangana,Underground,Day,41,1026.262767109276,19.882364420576966,0.25602872744784316,65.89107878870874,3959.757730000988,23620.80020051772,2,2,1.631367869538177,0
